Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total,
03-01-2021,Lo Wu,Departure,0,0,0,0,
03-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
03-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
03-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
03-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
03-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,92,0,3,95,
03-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,272,17,6,295,
03-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
03-01-2021,Lok Ma Chau,Departure,0,0,0,0,
03-01-2021,Man Kam To,Arrival,0,0,0,0,
03-01-2021,Man Kam To,Departure,0,0,0,0,
03-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
03-01-2021,Sha Tau Kok,Departure,0,0,0,0,
03-01-2021,Shenzhen Bay,Arrival,798,38,2,838,
03-01-2021,Shenzhen Bay,Departure,3274,325,8,3607,
03-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
03-01-2021,China Ferry Terminal,Departure,0,0,0,0,
03-01-2021,Harbour Control,Arrival,0,0,0,0,
03-01-2021,Harbour Control,Departure,0,0,0,0,
03-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
03-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
03-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
03-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
03-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
03-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
04-01-2021,Airport,Arrival,445,1,12,458,
04-01-2021,Airport,Departure,455,2,41,498,
04-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
04-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
04-01-2021,Hung Hom,Arrival,0,0,0,0,
04-01-2021,Hung Hom,Departure,0,0,0,0,
04-01-2021,Lo Wu,Arrival,0,0,0,0,
04-01-2021,Lo Wu,Departure,0,0,0,0,
04-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
04-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
04-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
04-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
04-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,166,3,2,171,
04-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,299,14,2,315,
04-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
04-01-2021,Lok Ma Chau,Departure,0,0,0,0,
04-01-2021,Man Kam To,Arrival,0,0,0,0,
04-01-2021,Man Kam To,Departure,0,0,0,0,
04-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
04-01-2021,Sha Tau Kok,Departure,0,0,0,0,
04-01-2021,Shenzhen Bay,Arrival,1311,64,2,1377,
04-01-2021,Shenzhen Bay,Departure,3455,401,4,3860,
04-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
04-01-2021,China Ferry Terminal,Departure,0,0,0,0,
04-01-2021,Harbour Control,Arrival,0,0,0,0,
04-01-2021,Harbour Control,Departure,0,0,0,0,
04-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
04-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
04-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
04-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
04-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
04-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
05-01-2021,Airport,Arrival,534,2,17,553,
05-01-2021,Airport,Departure,1184,36,49,1269,
05-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
05-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
05-01-2021,Hung Hom,Arrival,0,0,0,0,
05-01-2021,Hung Hom,Departure,0,0,0,0,
05-01-2021,Lo Wu,Arrival,0,0,0,0,
05-01-2021,Lo Wu,Departure,0,0,0,0,
05-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
05-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
05-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
05-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
05-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,86,3,4,93,
05-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,205,16,5,226,
05-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
05-01-2021,Lok Ma Chau,Departure,0,0,0,0,
05-01-2021,Man Kam To,Arrival,0,0,0,0,
05-01-2021,Man Kam To,Departure,0,0,0,0,
05-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
05-01-2021,Sha Tau Kok,Departure,0,0,0,0,
05-01-2021,Shenzhen Bay,Arrival,703,69,1,773,
05-01-2021,Shenzhen Bay,Departure,992,96,4,1092,
05-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
05-01-2021,China Ferry Terminal,Departure,0,0,0,0,
05-01-2021,Harbour Control,Arrival,0,0,0,0,
05-01-2021,Harbour Control,Departure,0,0,0,0,
05-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
05-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
05-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
05-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
05-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
05-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
06-01-2021,Airport,Arrival,591,2,17,610,
06-01-2021,Airport,Departure,697,14,42,753,
06-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
06-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
06-01-2021,Hung Hom,Arrival,0,0,0,0,
06-01-2021,Hung Hom,Departure,0,0,0,0,
06-01-2021,Lo Wu,Arrival,0,0,0,0,
06-01-2021,Lo Wu,Departure,0,0,0,0,
06-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
06-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
06-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
06-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
06-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,94,3,2,99,
06-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,244,6,2,252,
06-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
06-01-2021,Lok Ma Chau,Departure,0,0,0,0,
06-01-2021,Man Kam To,Arrival,0,0,0,0,
06-01-2021,Man Kam To,Departure,0,0,0,0,
06-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
06-01-2021,Sha Tau Kok,Departure,0,0,0,0,
06-01-2021,Shenzhen Bay,Arrival,691,59,1,751,
06-01-2021,Shenzhen Bay,Departure,1175,113,9,1297,
06-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
06-01-2021,China Ferry Terminal,Departure,0,0,0,0,
06-01-2021,Harbour Control,Arrival,0,0,0,0,
06-01-2021,Harbour Control,Departure,0,0,0,0,
06-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
06-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
06-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
06-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
06-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
06-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
07-01-2021,Airport,Arrival,666,7,23,696,
07-01-2021,Airport,Departure,739,9,48,796,
07-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
07-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
07-01-2021,Hung Hom,Arrival,0,0,0,0,
07-01-2021,Hung Hom,Departure,0,0,0,0,
07-01-2021,Lo Wu,Arrival,0,0,0,0,
07-01-2021,Lo Wu,Departure,0,0,0,0,
07-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
07-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
07-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
07-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
07-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,53,0,7,60,
07-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,215,8,2,225,
07-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
07-01-2021,Lok Ma Chau,Departure,0,0,0,0,
07-01-2021,Man Kam To,Arrival,0,0,0,0,
07-01-2021,Man Kam To,Departure,0,0,0,0,
07-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
07-01-2021,Sha Tau Kok,Departure,0,0,0,0,
07-01-2021,Shenzhen Bay,Arrival,517,53,2,572,
07-01-2021,Shenzhen Bay,Departure,1132,109,2,1243,
07-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
07-01-2021,China Ferry Terminal,Departure,0,0,0,0,
07-01-2021,Harbour Control,Arrival,0,0,0,0,
07-01-2021,Harbour Control,Departure,0,0,0,0,
07-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
07-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
07-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
07-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
07-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
07-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
08-01-2021,Airport,Arrival,661,1,26,688,
08-01-2021,Airport,Departure,1084,30,46,1160,
08-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
08-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
08-01-2021,Hung Hom,Arrival,0,0,0,0,
08-01-2021,Hung Hom,Departure,0,0,0,0,
08-01-2021,Lo Wu,Arrival,0,0,0,0,
08-01-2021,Lo Wu,Departure,0,0,0,0,
08-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
08-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
08-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
08-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
08-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,90,3,0,93,
08-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,212,12,1,225,
08-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
08-01-2021,Lok Ma Chau,Departure,0,0,0,0,
08-01-2021,Man Kam To,Arrival,0,0,0,0,
08-01-2021,Man Kam To,Departure,0,0,0,0,
08-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
08-01-2021,Sha Tau Kok,Departure,0,0,0,0,
08-01-2021,Shenzhen Bay,Arrival,669,80,4,753,
08-01-2021,Shenzhen Bay,Departure,1447,114,5,1566,
08-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
08-01-2021,China Ferry Terminal,Departure,0,0,0,0,
08-01-2021,Harbour Control,Arrival,0,0,0,0,
08-01-2021,Harbour Control,Departure,0,0,0,0,
08-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
08-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
08-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
08-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
08-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
08-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
09-01-2021,Airport,Arrival,653,11,6,670,
09-01-2021,Airport,Departure,1052,28,50,1130,
09-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
09-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
09-01-2021,Hung Hom,Arrival,0,0,0,0,
09-01-2021,Hung Hom,Departure,0,0,0,0,
09-01-2021,Lo Wu,Arrival,0,0,0,0,
09-01-2021,Lo Wu,Departure,0,0,0,0,
09-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
09-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
09-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
09-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
09-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,65,3,5,73,
09-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,187,5,2,194,
09-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
09-01-2021,Lok Ma Chau,Departure,0,0,0,0,
09-01-2021,Man Kam To,Arrival,0,0,0,0,
09-01-2021,Man Kam To,Departure,0,0,0,0,
09-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
09-01-2021,Sha Tau Kok,Departure,0,0,0,0,
09-01-2021,Shenzhen Bay,Arrival,605,92,1,698,
09-01-2021,Shenzhen Bay,Departure,1606,133,4,1743,
09-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
09-01-2021,China Ferry Terminal,Departure,0,0,0,0,
09-01-2021,Harbour Control,Arrival,0,0,0,0,
09-01-2021,Harbour Control,Departure,0,0,0,0,
09-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
09-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
09-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
09-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
09-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
09-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
10-01-2021,Airport,Arrival,912,6,19,937,
10-01-2021,Airport,Departure,1243,39,60,1342,
10-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
10-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
10-01-2021,Hung Hom,Arrival,0,0,0,0,
10-01-2021,Hung Hom,Departure,0,0,0,0,
10-01-2021,Lo Wu,Arrival,0,0,0,0,
10-01-2021,Lo Wu,Departure,0,0,0,0,
10-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
10-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
10-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
10-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
10-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,99,3,5,107,
10-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,205,8,3,216,
10-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
10-01-2021,Lok Ma Chau,Departure,0,0,0,0,
10-01-2021,Man Kam To,Arrival,0,0,0,0,
10-01-2021,Man Kam To,Departure,0,0,0,0,
10-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
10-01-2021,Sha Tau Kok,Departure,0,0,0,0,
10-01-2021,Shenzhen Bay,Arrival,788,90,1,879,
10-01-2021,Shenzhen Bay,Departure,1536,155,1,1692,
10-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
10-01-2021,China Ferry Terminal,Departure,0,0,0,0,
10-01-2021,Harbour Control,Arrival,0,0,0,0,
10-01-2021,Harbour Control,Departure,0,0,0,0,
10-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
10-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
10-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
10-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
10-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
10-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
11-01-2021,Airport,Arrival,306,0,12,318,
11-01-2021,Airport,Departure,536,4,37,577,
11-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
11-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
11-01-2021,Hung Hom,Arrival,0,0,0,0,
11-01-2021,Hung Hom,Departure,0,0,0,0,
11-01-2021,Lo Wu,Arrival,0,0,0,0,
11-01-2021,Lo Wu,Departure,0,0,0,0,
11-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
11-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
11-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
11-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
11-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,214,3,3,220,
11-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,231,12,2,245,
11-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
11-01-2021,Lok Ma Chau,Departure,0,0,0,0,
11-01-2021,Man Kam To,Arrival,0,0,0,0,
11-01-2021,Man Kam To,Departure,0,0,0,0,
11-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
11-01-2021,Sha Tau Kok,Departure,0,0,0,0,
11-01-2021,Shenzhen Bay,Arrival,1382,69,0,1451,
11-01-2021,Shenzhen Bay,Departure,1199,119,0,1318,
11-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
11-01-2021,China Ferry Terminal,Departure,0,0,0,0,
11-01-2021,Harbour Control,Arrival,0,0,0,0,
11-01-2021,Harbour Control,Departure,0,0,0,0,
11-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
11-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
11-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
11-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
11-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
11-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
12-01-2021,Airport,Arrival,436,3,13,452,
12-01-2021,Airport,Departure,1247,30,36,1313,
12-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
12-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
12-01-2021,Hung Hom,Arrival,0,0,0,0,
12-01-2021,Hung Hom,Departure,0,0,0,0,
12-01-2021,Lo Wu,Arrival,0,0,0,0,
12-01-2021,Lo Wu,Departure,0,0,0,0,
12-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
12-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
12-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
12-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
12-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,70,3,1,74,
12-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,232,6,3,241,
12-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
12-01-2021,Lok Ma Chau,Departure,0,0,0,0,
12-01-2021,Man Kam To,Arrival,0,0,0,0,
12-01-2021,Man Kam To,Departure,0,0,0,0,
12-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
12-01-2021,Sha Tau Kok,Departure,0,0,0,0,
12-01-2021,Shenzhen Bay,Arrival,1065,56,1,1122,
12-01-2021,Shenzhen Bay,Departure,1720,129,2,1851,
12-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
12-01-2021,China Ferry Terminal,Departure,0,0,0,0,
12-01-2021,Harbour Control,Arrival,0,0,0,0,
12-01-2021,Harbour Control,Departure,0,0,0,0,
12-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
12-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
12-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
12-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
12-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
12-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
13-01-2021,Airport,Arrival,388,1,14,403,
13-01-2021,Airport,Departure,838,14,30,882,
13-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
13-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
13-01-2021,Hung Hom,Arrival,0,0,0,0,
13-01-2021,Hung Hom,Departure,0,0,0,0,
13-01-2021,Lo Wu,Arrival,0,0,0,0,
13-01-2021,Lo Wu,Departure,0,0,0,0,
13-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
13-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
13-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
13-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
13-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,75,2,3,80,
13-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,232,9,3,244,
13-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
13-01-2021,Lok Ma Chau,Departure,0,0,0,0,
13-01-2021,Man Kam To,Arrival,0,0,0,0,
13-01-2021,Man Kam To,Departure,0,0,0,0,
13-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
13-01-2021,Sha Tau Kok,Departure,0,0,0,0,
13-01-2021,Shenzhen Bay,Arrival,860,67,1,928,
13-01-2021,Shenzhen Bay,Departure,1469,123,3,1595,
13-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
13-01-2021,China Ferry Terminal,Departure,0,0,0,0,
13-01-2021,Harbour Control,Arrival,0,0,0,0,
13-01-2021,Harbour Control,Departure,0,0,0,0,
13-01-2021,Kai Tak Cruise Terminal,Arrival,0,0,0,0,
13-01-2021,Kai Tak Cruise Terminal,Departure,0,0,0,0,
13-01-2021,Macau Ferry Terminal,Arrival,0,0,0,0,
13-01-2021,Macau Ferry Terminal,Departure,0,0,0,0,
13-01-2021,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,
13-01-2021,Tuen Mun Ferry Terminal,Departure,0,0,0,0,
14-01-2021,Airport,Arrival,431,2,13,446,
14-01-2021,Airport,Departure,978,12,73,1063,
14-01-2021,Express Rail Link West Kowloon,Arrival,0,0,0,0,
14-01-2021,Express Rail Link West Kowloon,Departure,0,0,0,0,
14-01-2021,Hung Hom,Arrival,0,0,0,0,
14-01-2021,Hung Hom,Departure,0,0,0,0,
14-01-2021,Lo Wu,Arrival,0,0,0,0,
14-01-2021,Lo Wu,Departure,0,0,0,0,
14-01-2021,Lok Ma Chau Spur Line,Arrival,0,0,0,0,
14-01-2021,Lok Ma Chau Spur Line,Departure,0,0,0,0,
14-01-2021,Heung Yuen Wai,Arrival,0,0,0,0,
14-01-2021,Heung Yuen Wai,Departure,0,0,0,0,
14-01-2021,Hong Kong-Zhuhai-Macao Bridge,Arrival,76,2,3,81,
14-01-2021,Hong Kong-Zhuhai-Macao Bridge,Departure,225,8,3,236,
14-01-2021,Lok Ma Chau,Arrival,0,0,0,0,
14-01-2021,Lok Ma Chau,Departure,0,0,0,0,
14-01-2021,Man Kam To,Arrival,0,0,0,0,
14-01-2021,Man Kam To,Departure,0,0,0,0,
14-01-2021,Sha Tau Kok,Arrival,0,0,0,0,
14-01-2021,Sha Tau Kok,Departure,0,0,0,0,
14-01-2021,Shenzhen Bay,Arrival,1040,56,1,1097,
14-01-2021,Shenzhen Bay,Departure,1871,116,3,1990,
14-01-2021,China Ferry Terminal,Arrival,0,0,0,0,
